Cell_Quality	cell_count	site	plate	well	site_location	Metadata_dataset_split
Perfect	2897	CP_Plate_2-Well1-42	CP_Plate_2	Well1	42	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	1881	CP_Plate_2-Well1-42	CP_Plate_2	Well1	42	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	543	CP_Plate_2-Well1-42	CP_Plate_2	Well1	42	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	542	CP_Plate_2-Well1-42	CP_Plate_2	Well1	42	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	489	CP_Plate_2-Well1-42	CP_Plate_2	Well1	42	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	2034	CP_Plate_2-Well3-40	CP_Plate_2	Well3	40	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	1372	CP_Plate_2-Well3-40	CP_Plate_2	Well3	40	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	540	CP_Plate_2-Well3-40	CP_Plate_2	Well3	40	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	468	CP_Plate_2-Well3-40	CP_Plate_2	Well3	40	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	320	CP_Plate_2-Well3-40	CP_Plate_2	Well3	40	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	883	CP_Plate_2-Well4-12	CP_Plate_2	Well4	12	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	612	CP_Plate_2-Well4-12	CP_Plate_2	Well4	12	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	193	CP_Plate_2-Well4-12	CP_Plate_2	Well4	12	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	173	CP_Plate_2-Well4-12	CP_Plate_2	Well4	12	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	137	CP_Plate_2-Well4-12	CP_Plate_2	Well4	12	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	4784	CP_Plate_2-Well1-24	CP_Plate_2	Well1	24	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2981	CP_Plate_2-Well1-24	CP_Plate_2	Well1	24	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	1896	CP_Plate_2-Well1-24	CP_Plate_2	Well1	24	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	582	CP_Plate_2-Well1-24	CP_Plate_2	Well1	24	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	520	CP_Plate_2-Well1-24	CP_Plate_2	Well1	24	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	3753	CP_Plate_2-Well2-32	CP_Plate_2	Well2	32	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2406	CP_Plate_2-Well2-32	CP_Plate_2	Well2	32	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	826	CP_Plate_2-Well2-32	CP_Plate_2	Well2	32	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	520	CP_Plate_2-Well2-32	CP_Plate_2	Well2	32	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	458	CP_Plate_2-Well2-32	CP_Plate_2	Well2	32	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	2965	CP_Plate_2-Well1-60	CP_Plate_2	Well1	60	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2041	CP_Plate_2-Well1-60	CP_Plate_2	Well1	60	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	654	CP_Plate_2-Well1-60	CP_Plate_2	Well1	60	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	622	CP_Plate_2-Well1-60	CP_Plate_2	Well1	60	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	597	CP_Plate_2-Well1-60	CP_Plate_2	Well1	60	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	2353	CP_Plate_2-Well1-63	CP_Plate_2	Well1	63	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	1691	CP_Plate_2-Well1-63	CP_Plate_2	Well1	63	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	787	CP_Plate_2-Well1-63	CP_Plate_2	Well1	63	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	752	CP_Plate_2-Well1-63	CP_Plate_2	Well1	63	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	465	CP_Plate_2-Well1-63	CP_Plate_2	Well1	63	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	5040	CP_Plate_2-Well2-35	CP_Plate_2	Well2	35	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	2980	CP_Plate_2-Well2-35	CP_Plate_2	Well2	35	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2798	CP_Plate_2-Well2-35	CP_Plate_2	Well2	35	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	560	CP_Plate_2-Well2-35	CP_Plate_2	Well2	35	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	508	CP_Plate_2-Well2-35	CP_Plate_2	Well2	35	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	3730	CP_Plate_2-Well5-23	CP_Plate_2	Well5	23	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2368	CP_Plate_2-Well5-23	CP_Plate_2	Well5	23	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	874	CP_Plate_2-Well5-23	CP_Plate_2	Well5	23	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	647	CP_Plate_2-Well5-23	CP_Plate_2	Well5	23	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	617	CP_Plate_2-Well5-23	CP_Plate_2	Well5	23	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	2498	CP_Plate_2-Well4-51	CP_Plate_2	Well4	51	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	1652	CP_Plate_2-Well4-51	CP_Plate_2	Well4	51	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	733	CP_Plate_2-Well4-51	CP_Plate_2	Well4	51	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	646	CP_Plate_2-Well4-51	CP_Plate_2	Well4	51	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	488	CP_Plate_2-Well4-51	CP_Plate_2	Well4	51	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	4332	CP_Plate_2-Well3-43	CP_Plate_2	Well3	43	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2704	CP_Plate_2-Well3-43	CP_Plate_2	Well3	43	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	1162	CP_Plate_2-Well3-43	CP_Plate_2	Well3	43	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	544	CP_Plate_2-Well3-43	CP_Plate_2	Well3	43	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	496	CP_Plate_2-Well3-43	CP_Plate_2	Well3	43	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	3266	CP_Plate_2-Well4-15	CP_Plate_2	Well4	15	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2470	CP_Plate_2-Well4-15	CP_Plate_2	Well4	15	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	1081	CP_Plate_2-Well4-15	CP_Plate_2	Well4	15	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	1063	CP_Plate_2-Well4-15	CP_Plate_2	Well4	15	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	1062	CP_Plate_2-Well4-15	CP_Plate_2	Well4	15	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	3250	CP_Plate_2-Well1-27	CP_Plate_2	Well1	27	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2230	CP_Plate_2-Well1-27	CP_Plate_2	Well1	27	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	605	CP_Plate_2-Well1-27	CP_Plate_2	Well1	27	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	590	CP_Plate_2-Well1-27	CP_Plate_2	Well1	27	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	530	CP_Plate_2-Well1-27	CP_Plate_2	Well1	27	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	1273	CP_Plate_2-Well6-31	CP_Plate_2	Well6	31	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	871	CP_Plate_2-Well6-31	CP_Plate_2	Well6	31	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	312	CP_Plate_2-Well6-31	CP_Plate_2	Well6	31	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	300	CP_Plate_2-Well6-31	CP_Plate_2	Well6	31	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	217	CP_Plate_2-Well6-31	CP_Plate_2	Well6	31	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	3931	CP_Plate_2-Well3-25	CP_Plate_2	Well3	25	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2592	CP_Plate_2-Well3-25	CP_Plate_2	Well3	25	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	1072	CP_Plate_2-Well3-25	CP_Plate_2	Well3	25	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	531	CP_Plate_2-Well3-25	CP_Plate_2	Well3	25	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	523	CP_Plate_2-Well3-25	CP_Plate_2	Well3	25	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	3808	CP_Plate_2-Well2-53	CP_Plate_2	Well2	53	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2445	CP_Plate_2-Well2-53	CP_Plate_2	Well2	53	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	1082	CP_Plate_2-Well2-53	CP_Plate_2	Well2	53	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	630	CP_Plate_2-Well2-53	CP_Plate_2	Well2	53	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	583	CP_Plate_2-Well2-53	CP_Plate_2	Well2	53	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	2484	CP_Plate_2-Well5-41	CP_Plate_2	Well5	41	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	1807	CP_Plate_2-Well5-41	CP_Plate_2	Well5	41	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	679	CP_Plate_2-Well5-41	CP_Plate_2	Well5	41	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	634	CP_Plate_2-Well5-41	CP_Plate_2	Well5	41	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	470	CP_Plate_2-Well5-41	CP_Plate_2	Well5	41	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	3345	CP_Plate_2-Well6-13	CP_Plate_2	Well6	13	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2231	CP_Plate_2-Well6-13	CP_Plate_2	Well6	13	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	817	CP_Plate_2-Well6-13	CP_Plate_2	Well6	13	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	649	CP_Plate_2-Well6-13	CP_Plate_2	Well6	13	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	564	CP_Plate_2-Well6-13	CP_Plate_2	Well6	13	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	1735	CP_Plate_2-Well3-61	CP_Plate_2	Well3	61	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	1345	CP_Plate_2-Well3-61	CP_Plate_2	Well3	61	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	412	CP_Plate_2-Well3-61	CP_Plate_2	Well3	61	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	403	CP_Plate_2-Well3-61	CP_Plate_2	Well3	61	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	342	CP_Plate_2-Well3-61	CP_Plate_2	Well3	61	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	3309	CP_Plate_2-Well4-33	CP_Plate_2	Well4	33	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2362	CP_Plate_2-Well4-33	CP_Plate_2	Well4	33	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	807	CP_Plate_2-Well4-33	CP_Plate_2	Well4	33	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	766	CP_Plate_2-Well4-33	CP_Plate_2	Well4	33	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	672	CP_Plate_2-Well4-33	CP_Plate_2	Well4	33	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	3669	CP_Plate_2-Well2-17	CP_Plate_2	Well2	17	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2361	CP_Plate_2-Well2-17	CP_Plate_2	Well2	17	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	736	CP_Plate_2-Well2-17	CP_Plate_2	Well2	17	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	527	CP_Plate_2-Well2-17	CP_Plate_2	Well2	17	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	510	CP_Plate_2-Well2-17	CP_Plate_2	Well2	17	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	4976	CP_Plate_2-Well1-45	CP_Plate_2	Well1	45	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	3623	CP_Plate_2-Well1-45	CP_Plate_2	Well1	45	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2914	CP_Plate_2-Well1-45	CP_Plate_2	Well1	45	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	990	CP_Plate_2-Well1-45	CP_Plate_2	Well1	45	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	582	CP_Plate_2-Well1-45	CP_Plate_2	Well1	45	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	2964	CP_Plate_2-Well1-72	CP_Plate_2	Well1	72	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2120	CP_Plate_2-Well1-72	CP_Plate_2	Well1	72	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	500	CP_Plate_2-Well1-72	CP_Plate_2	Well1	72	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	481	CP_Plate_2-Well1-72	CP_Plate_2	Well1	72	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	388	CP_Plate_2-Well1-72	CP_Plate_2	Well1	72	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	1114	CP_Plate_2-Well2-8	CP_Plate_2	Well2	8	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	616	CP_Plate_2-Well2-8	CP_Plate_2	Well2	8	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	204	CP_Plate_2-Well2-8	CP_Plate_2	Well2	8	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	169	CP_Plate_2-Well2-8	CP_Plate_2	Well2	8	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	133	CP_Plate_2-Well2-8	CP_Plate_2	Well2	8	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	2543	CP_Plate_2-Well3-16	CP_Plate_2	Well3	16	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	1843	CP_Plate_2-Well3-16	CP_Plate_2	Well3	16	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	875	CP_Plate_2-Well3-16	CP_Plate_2	Well3	16	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	582	CP_Plate_2-Well3-16	CP_Plate_2	Well3	16	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	506	CP_Plate_2-Well3-16	CP_Plate_2	Well3	16	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	4395	CP_Plate_2-Well2-44	CP_Plate_2	Well2	44	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2795	CP_Plate_2-Well2-44	CP_Plate_2	Well2	44	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	1403	CP_Plate_2-Well2-44	CP_Plate_2	Well2	44	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	503	CP_Plate_2-Well2-44	CP_Plate_2	Well2	44	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	477	CP_Plate_2-Well2-44	CP_Plate_2	Well2	44	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	3511	CP_Plate_2-Well5-32	CP_Plate_2	Well5	32	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2146	CP_Plate_2-Well5-32	CP_Plate_2	Well5	32	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	796	CP_Plate_2-Well5-32	CP_Plate_2	Well5	32	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	597	CP_Plate_2-Well5-32	CP_Plate_2	Well5	32	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	570	CP_Plate_2-Well5-32	CP_Plate_2	Well5	32	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	2452	CP_Plate_2-Well6-4	CP_Plate_2	Well6	4	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	1541	CP_Plate_2-Well6-4	CP_Plate_2	Well6	4	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	513	CP_Plate_2-Well6-4	CP_Plate_2	Well6	4	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	435	CP_Plate_2-Well6-4	CP_Plate_2	Well6	4	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	412	CP_Plate_2-Well6-4	CP_Plate_2	Well6	4	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	2042	CP_Plate_2-Well4-60	CP_Plate_2	Well4	60	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	1820	CP_Plate_2-Well4-60	CP_Plate_2	Well4	60	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	924	CP_Plate_2-Well4-60	CP_Plate_2	Well4	60	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	915	CP_Plate_2-Well4-60	CP_Plate_2	Well4	60	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	527	CP_Plate_2-Well4-60	CP_Plate_2	Well4	60	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	2159	CP_Plate_2-Well4-6	CP_Plate_2	Well4	6	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2017	CP_Plate_2-Well4-6	CP_Plate_2	Well4	6	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	1250	CP_Plate_2-Well4-6	CP_Plate_2	Well4	6	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	977	CP_Plate_2-Well4-6	CP_Plate_2	Well4	6	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	608	CP_Plate_2-Well4-6	CP_Plate_2	Well4	6	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	3429	CP_Plate_2-Well3-52	CP_Plate_2	Well3	52	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2152	CP_Plate_2-Well3-52	CP_Plate_2	Well3	52	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	733	CP_Plate_2-Well3-52	CP_Plate_2	Well3	52	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	596	CP_Plate_2-Well3-52	CP_Plate_2	Well3	52	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	501	CP_Plate_2-Well3-52	CP_Plate_2	Well3	52	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	3550	CP_Plate_2-Well4-24	CP_Plate_2	Well4	24	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2697	CP_Plate_2-Well4-24	CP_Plate_2	Well4	24	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	1236	CP_Plate_2-Well4-24	CP_Plate_2	Well4	24	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	1079	CP_Plate_2-Well4-24	CP_Plate_2	Well4	24	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	997	CP_Plate_2-Well4-24	CP_Plate_2	Well4	24	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	725	CP_Plate_2-Well2-80	CP_Plate_2	Well2	80	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	401	CP_Plate_2-Well2-80	CP_Plate_2	Well2	80	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	158	CP_Plate_2-Well2-80	CP_Plate_2	Well2	80	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	126	CP_Plate_2-Well2-80	CP_Plate_2	Well2	80	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	114	CP_Plate_2-Well2-80	CP_Plate_2	Well2	80	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	4104	CP_Plate_2-Well1-36	CP_Plate_2	Well1	36	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2767	CP_Plate_2-Well1-36	CP_Plate_2	Well1	36	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	1637	CP_Plate_2-Well1-36	CP_Plate_2	Well1	36	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	841	CP_Plate_2-Well1-36	CP_Plate_2	Well1	36	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	666	CP_Plate_2-Well1-36	CP_Plate_2	Well1	36	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	2354	CP_Plate_2-Well6-40	CP_Plate_2	Well6	40	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	1774	CP_Plate_2-Well6-40	CP_Plate_2	Well6	40	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	808	CP_Plate_2-Well6-40	CP_Plate_2	Well6	40	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	733	CP_Plate_2-Well6-40	CP_Plate_2	Well6	40	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	520	CP_Plate_2-Well6-40	CP_Plate_2	Well6	40	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	4694	CP_Plate_2-Well3-34	CP_Plate_2	Well3	34	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2895	CP_Plate_2-Well3-34	CP_Plate_2	Well3	34	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	2028	CP_Plate_2-Well3-34	CP_Plate_2	Well3	34	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	677	CP_Plate_2-Well3-34	CP_Plate_2	Well3	34	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	541	CP_Plate_2-Well3-34	CP_Plate_2	Well3	34	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	2797	CP_Plate_2-Well3-7	CP_Plate_2	Well3	7	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	1870	CP_Plate_2-Well3-7	CP_Plate_2	Well3	7	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	697	CP_Plate_2-Well3-7	CP_Plate_2	Well3	7	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	481	CP_Plate_2-Well3-7	CP_Plate_2	Well3	7	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	412	CP_Plate_2-Well3-7	CP_Plate_2	Well3	7	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	2862	CP_Plate_2-Well2-62	CP_Plate_2	Well2	62	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	1940	CP_Plate_2-Well2-62	CP_Plate_2	Well2	62	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	566	CP_Plate_2-Well2-62	CP_Plate_2	Well2	62	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	500	CP_Plate_2-Well2-62	CP_Plate_2	Well2	62	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	442	CP_Plate_2-Well2-62	CP_Plate_2	Well2	62	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	2736	CP_Plate_2-Well5-50	CP_Plate_2	Well5	50	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	1691	CP_Plate_2-Well5-50	CP_Plate_2	Well5	50	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	609	CP_Plate_2-Well5-50	CP_Plate_2	Well5	50	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	608	CP_Plate_2-Well5-50	CP_Plate_2	Well5	50	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	548	CP_Plate_2-Well5-50	CP_Plate_2	Well5	50	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	3956	CP_Plate_2-Well1-18	CP_Plate_2	Well1	18	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2858	CP_Plate_2-Well1-18	CP_Plate_2	Well1	18	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	1071	CP_Plate_2-Well1-18	CP_Plate_2	Well1	18	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	640	CP_Plate_2-Well1-18	CP_Plate_2	Well1	18	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	550	CP_Plate_2-Well1-18	CP_Plate_2	Well1	18	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	3564	CP_Plate_2-Well6-22	CP_Plate_2	Well6	22	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2277	CP_Plate_2-Well6-22	CP_Plate_2	Well6	22	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	874	CP_Plate_2-Well6-22	CP_Plate_2	Well6	22	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	652	CP_Plate_2-Well6-22	CP_Plate_2	Well6	22	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	611	CP_Plate_2-Well6-22	CP_Plate_2	Well6	22	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	3714	CP_Plate_2-Well5-14	CP_Plate_2	Well5	14	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2326	CP_Plate_2-Well5-14	CP_Plate_2	Well5	14	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	872	CP_Plate_2-Well5-14	CP_Plate_2	Well5	14	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	692	CP_Plate_2-Well5-14	CP_Plate_2	Well5	14	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	686	CP_Plate_2-Well5-14	CP_Plate_2	Well5	14	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	2781	CP_Plate_2-Well3-70	CP_Plate_2	Well3	70	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	1873	CP_Plate_2-Well3-70	CP_Plate_2	Well3	70	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	630	CP_Plate_2-Well3-70	CP_Plate_2	Well3	70	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	551	CP_Plate_2-Well3-70	CP_Plate_2	Well3	70	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	507	CP_Plate_2-Well3-70	CP_Plate_2	Well3	70	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	2746	CP_Plate_2-Well4-42	CP_Plate_2	Well4	42	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	1943	CP_Plate_2-Well4-42	CP_Plate_2	Well4	42	ALLBATCHES___CP_Plate_2___ALLWELLS
Imperfect	680	CP_Plate_2-Well4-42	CP_Plate_2	Well4	42	ALLBATCHES___CP_Plate_2___ALLWELLS
Great	540	CP_Plate_2-Well4-42	CP_Plate_2	Well4	42	ALLBATCHES___CP_Plate_2___ALLWELLS
Empty	457	CP_Plate_2-Well4-42	CP_Plate_2	Well4	42	ALLBATCHES___CP_Plate_2___ALLWELLS
Perfect	3401	CP_Plate_2-Well5-5	CP_Plate_2	Well5	5	ALLBATCHES___CP_Plate_2___ALLWELLS
Bad	2194	CP_Plate_2-Well5-5	CP_Plate_2	Well5	5	ALLBATCHES___CP_Plate_2___ALLWELLS
